geo_code,geo_level,area_type,Sex,edu_level,level_total
18,state,Urban,Male,nontech_diploma_or_degree,836
300,district,Rural,Male,nontech_diploma_or_degree,37
300,district,Urban,Male,nontech_diploma_or_degree,11
301,district,Rural,Male,nontech_diploma_or_degree,301
301,district,Urban,Male,nontech_diploma_or_degree,27
302,district,Rural,Male,nontech_diploma_or_degree,104
302,district,Urban,Male,nontech_diploma_or_degree,15
303,district,Rural,Male,nontech_diploma_or_degree,236
303,district,Urban,Male,nontech_diploma_or_degree,18
304,district,Rural,Male,nontech_diploma_or_degree,85
304,district,Urban,Male,nontech_diploma_or_degree,5
305,district,Rural,Male,nontech_diploma_or_degree,259
305,district,Urban,Male,nontech_diploma_or_degree,46
306,district,Rural,Male,nontech_diploma_or_degree,84
306,district,Urban,Male,nontech_diploma_or_degree,18
307,district,Rural,Male,nontech_diploma_or_degree,49
307,district,Urban,Male,nontech_diploma_or_degree,11
308,district,Rural,Male,nontech_diploma_or_degree,4
308,district,Urban,Male,nontech_diploma_or_degree,4
309,district,Rural,Male,nontech_diploma_or_degree,28
309,district,Urban,Male,nontech_diploma_or_degree,38
310,district,Rural,Male,nontech_diploma_or_degree,33
310,district,Urban,Male,nontech_diploma_or_degree,54
311,district,Rural,Male,nontech_diploma_or_degree,41
311,district,Urban,Male,nontech_diploma_or_degree,28
312,district,Rural,Male,nontech_diploma_or_degree,58
312,district,Urban,Male,nontech_diploma_or_degree,82
313,district,Rural,Male,nontech_diploma_or_degree,31
313,district,Urban,Male,nontech_diploma_or_degree,21
314,district,Rural,Male,nontech_diploma_or_degree,12
314,district,Urban,Male,nontech_diploma_or_degree,6
315,district,Rural,Male,nontech_diploma_or_degree,3
315,district,Urban,Male,nontech_diploma_or_degree,2
316,district,Rural,Male,nontech_diploma_or_degree,101
316,district,Urban,Male,nontech_diploma_or_degree,61
317,district,Rural,Male,nontech_diploma_or_degree,104
317,district,Urban,Male,nontech_diploma_or_degree,9
318,district,Rural,Male,nontech_diploma_or_degree,25
318,district,Urban,Male,nontech_diploma_or_degree,18
319,district,Rural,Male,nontech_diploma_or_degree,94
319,district,Urban,Male,nontech_diploma_or_degree,18
320,district,Rural,Male,nontech_diploma_or_degree,40
320,district,Urban,Male,nontech_diploma_or_degree,2
321,district,Rural,Male,nontech_diploma_or_degree,158
321,district,Urban,Male,nontech_diploma_or_degree,18
322,district,Rural,Male,nontech_diploma_or_degree,16
322,district,Urban,Male,nontech_diploma_or_degree,304
323,district,Rural,Male,nontech_diploma_or_degree,107
323,district,Urban,Male,nontech_diploma_or_degree,9
324,district,Rural,Male,nontech_diploma_or_degree,64
324,district,Urban,Male,nontech_diploma_or_degree,0
325,district,Rural,Male,nontech_diploma_or_degree,156
325,district,Urban,Male,nontech_diploma_or_degree,7
326,district,Rural,Male,nontech_diploma_or_degree,40
326,district,Urban,Male,nontech_diploma_or_degree,4
19,state,Rural,Male,nontech_diploma_or_degree,7156
19,state,Urban,Male,nontech_diploma_or_degree,8080
327,district,Rural,Male,nontech_diploma_or_degree,117
327,district,Urban,Male,nontech_diploma_or_degree,275
328,district,Rural,Male,nontech_diploma_or_degree,79
328,district,Urban,Male,nontech_diploma_or_degree,134
329,district,Rural,Male,nontech_diploma_or_degree,77
329,district,Urban,Male,nontech_diploma_or_degree,44
330,district,Rural,Male,nontech_diploma_or_degree,2407
330,district,Urban,Male,nontech_diploma_or_degree,84
331,district,Rural,Male,nontech_diploma_or_degree,148
331,district,Urban,Male,nontech_diploma_or_degree,30
332,district,Rural,Male,nontech_diploma_or_degree,562
332,district,Urban,Male,nontech_diploma_or_degree,97
333,district,Rural,Male,nontech_diploma_or_degree,430
333,district,Urban,Male,nontech_diploma_or_degree,155
334,district,Rural,Male,nontech_diploma_or_degree,279
334,district,Urban,Male,nontech_diploma_or_degree,107
335,district,Rural,Male,nontech_diploma_or_degree,424
335,district,Urban,Male,nontech_diploma_or_degree,1225
336,district,Rural,Male,nontech_diploma_or_degree,177
336,district,Urban,Male,nontech_diploma_or_degree,197
337,district,Rural,Male,nontech_diploma_or_degree,542
337,district,Urban,Male,nontech_diploma_or_degree,1789
338,district,Rural,Male,nontech_diploma_or_degree,241
338,district,Urban,Male,nontech_diploma_or_degree,561
339,district,Rural,Male,nontech_diploma_or_degree,231
339,district,Urban,Male,nontech_diploma_or_degree,96
340,district,Rural,Male,nontech_diploma_or_degree,187
340,district,Urban,Male,nontech_diploma_or_degree,144
341,district,Rural,Male,nontech_diploma_or_degree,48
341,district,Urban,Male,nontech_diploma_or_degree,572
342,district,Rural,Male,nontech_diploma_or_degree,0
342,district,Urban,Male,nontech_diploma_or_degree,1799
343,district,Rural,Male,nontech_diploma_or_degree,407
343,district,Urban,Male,nontech_diploma_or_degree,393
344,district,Rural,Male,nontech_diploma_or_degree,499
344,district,Urban,Male,nontech_diploma_or_degree,209
345,district,Rural,Male,nontech_diploma_or_degree,301
345,district,Urban,Male,nontech_diploma_or_degree,169
20,state,Rural,Male,nontech_diploma_or_degree,8546
20,state,Urban,Male,nontech_diploma_or_degree,5652
346,district,Rural,Male,nontech_diploma_or_degree,190
346,district,Urban,Male,nontech_diploma_or_degree,17
347,district,Rural,Male,nontech_diploma_or_degree,127
347,district,Urban,Male,nontech_diploma_or_degree,85
348,district,Rural,Male,nontech_diploma_or_degree,102
348,district,Urban,Male,nontech_diploma_or_degree,22
349,district,Rural,Male,nontech_diploma_or_degree,824
349,district,Urban,Male,nontech_diploma_or_degree,53
350,district,Rural,Male,nontech_diploma_or_degree,519
350,district,Urban,Male,nontech_diploma_or_degree,99
351,district,Rural,Male,nontech_diploma_or_degree,2126
351,district,Urban,Male,nontech_diploma_or_degree,48
352,district,Rural,Male,nontech_diploma_or_degree,726
352,district,Urban,Male,nontech_diploma_or_degree,75
353,district,Rural,Male,nontech_diploma_or_degree,527
353,district,Urban,Male,nontech_diploma_or_degree,52
354,district,Rural,Male,nontech_diploma_or_degree,320
354,district,Urban,Male,nontech_diploma_or_degree,1048
355,district,Rural,Male,nontech_diploma_or_degree,385
355,district,Urban,Male,nontech_diploma_or_degree,642
356,district,Rural,Male,nontech_diploma_or_degree,89
356,district,Urban,Male,nontech_diploma_or_degree,17
357,district,Rural,Male,nontech_diploma_or_degree,103
357,district,Urban,Male,nontech_diploma_or_degree,1418
358,district,Rural,Male,nontech_diploma_or_degree,287
358,district,Urban,Male,nontech_diploma_or_degree,91
359,district,Rural,Male,nontech_diploma_or_degree,112
359,district,Urban,Male,nontech_diploma_or_degree,22
360,district,Rural,Male,nontech_diploma_or_degree,257
360,district,Urban,Male,nontech_diploma_or_degree,86
361,district,Rural,Male,nontech_diploma_or_degree,129
361,district,Urban,Male,nontech_diploma_or_degree,192
362,district,Rural,Male,nontech_diploma_or_degree,199
362,district,Urban,Male,nontech_diploma_or_degree,59
363,district,Rural,Male,nontech_diploma_or_degree,539
363,district,Urban,Male,nontech_diploma_or_degree,14
364,district,Rural,Male,nontech_diploma_or_degree,594
364,district,Urban,Male,nontech_diploma_or_degree,1068
365,district,Rural,Male,nontech_diploma_or_degree,17
365,district,Urban,Male,nontech_diploma_or_degree,11
366,district,Rural,Male,nontech_diploma_or_degree,97
366,district,Urban,Male,nontech_diploma_or_degree,27
367,district,Rural,Male,nontech_diploma_or_degree,8
367,district,Urban,Male,nontech_diploma_or_degree,20
368,district,Rural,Male,nontech_diploma_or_degree,48
368,district,Urban,Male,nontech_diploma_or_degree,91
369,district,Rural,Male,nontech_diploma_or_degree,221
369,district,Urban,Male,nontech_diploma_or_degree,395
21,state,Rural,Male,nontech_diploma_or_degree,14019
21,state,Urban,Male,nontech_diploma_or_degree,14433
370,district,Rural,Male,nontech_diploma_or_degree,199
370,district,Urban,Male,nontech_diploma_or_degree,172
371,district,Rural,Male,nontech_diploma_or_degree,207
371,district,Urban,Male,nontech_diploma_or_degree,403
372,district,Rural,Male,nontech_diploma_or_degree,235
372,district,Urban,Male,nontech_diploma_or_degree,442
373,district,Rural,Male,nontech_diploma_or_degree,125
373,district,Urban,Male,nontech_diploma_or_degree,24
374,district,Rural,Male,nontech_diploma_or_degree,574
374,district,Urban,Male,nontech_diploma_or_degree,2016
375,district,Rural,Male,nontech_diploma_or_degree,520
375,district,Urban,Male,nontech_diploma_or_degree,314
376,district,Rural,Male,nontech_diploma_or_degree,853
376,district,Urban,Male,nontech_diploma_or_degree,313
377,district,Rural,Male,nontech_diploma_or_degree,1205
377,district,Urban,Male,nontech_diploma_or_degree,468
378,district,Rural,Male,nontech_diploma_or_degree,787
378,district,Urban,Male,nontech_diploma_or_degree,318
379,district,Rural,Male,nontech_diploma_or_degree,887
379,district,Urban,Male,nontech_diploma_or_degree,100
380,district,Rural,Male,nontech_diploma_or_degree,703
380,district,Urban,Male,nontech_diploma_or_degree,173
381,district,Rural,Male,nontech_diploma_or_degree,1386
381,district,Urban,Male,nontech_diploma_or_degree,1978
382,district,Rural,Male,nontech_diploma_or_degree,1192
382,district,Urban,Male,nontech_diploma_or_degree,362
383,district,Rural,Male,nontech_diploma_or_degree,753
383,district,Urban,Male,nontech_diploma_or_degree,215
384,district,Rural,Male,nontech_diploma_or_degree,1018
384,district,Urban,Male,nontech_diploma_or_degree,941
385,district,Rural,Male,nontech_diploma_or_degree,341
385,district,Urban,Male,nontech_diploma_or_degree,96
386,district,Rural,Male,nontech_diploma_or_degree,449
386,district,Urban,Male,nontech_diploma_or_degree,2502
387,district,Rural,Male,nontech_diploma_or_degree,515
387,district,Urban,Male,nontech_diploma_or_degree,224
388,district,Rural,Male,nontech_diploma_or_degree,960
388,district,Urban,Male,nontech_diploma_or_degree,1984
389,district,Rural,Male,nontech_diploma_or_degree,69
389,district,Urban,Male,nontech_diploma_or_degree,69
390,district,Rural,Male,nontech_diploma_or_degree,76
390,district,Urban,Male,nontech_diploma_or_degree,82
391,district,Rural,Male,nontech_diploma_or_degree,30
391,district,Urban,Male,nontech_diploma_or_degree,7
392,district,Rural,Male,nontech_diploma_or_degree,56
392,district,Urban,Male,nontech_diploma_or_degree,24
393,district,Rural,Male,nontech_diploma_or_degree,184
393,district,Urban,Male,nontech_diploma_or_degree,254
394,district,Rural,Male,nontech_diploma_or_degree,111
394,district,Urban,Male,nontech_diploma_or_degree,24
395,district,Rural,Male,nontech_diploma_or_degree,100
395,district,Urban,Male,nontech_diploma_or_degree,83
396,district,Rural,Male,nontech_diploma_or_degree,129
396,district,Urban,Male,nontech_diploma_or_degree,254
397,district,Rural,Male,nontech_diploma_or_degree,85
397,district,Urban,Male,nontech_diploma_or_degree,89
398,district,Rural,Male,nontech_diploma_or_degree,209
398,district,Urban,Male,nontech_diploma_or_degree,423
399,district,Rural,Male,nontech_diploma_or_degree,61
399,district,Urban,Male,nontech_diploma_or_degree,79
22,state,Rural,Male,nontech_diploma_or_degree,977
22,state,Urban,Male,nontech_diploma_or_degree,1751
400,district,Rural,Male,nontech_diploma_or_degree,11
400,district,Urban,Male,nontech_diploma_or_degree,28
401,district,Rural,Male,nontech_diploma_or_degree,49
401,district,Urban,Male,nontech_diploma_or_degree,62
402,district,Rural,Male,nontech_diploma_or_degree,12
402,district,Urban,Male,nontech_diploma_or_degree,11
403,district,Rural,Male,nontech_diploma_or_degree,105
403,district,Urban,Male,nontech_diploma_or_degree,104
404,district,Rural,Male,nontech_diploma_or_degree,44
404,district,Urban,Male,nontech_diploma_or_degree,170
405,district,Rural,Male,nontech_diploma_or_degree,93
405,district,Urban,Male,nontech_diploma_or_degree,33
406,district,Rural,Male,nontech_diploma_or_degree,104
406,district,Urban,Male,nontech_diploma_or_degree,117
407,district,Rural,Male,nontech_diploma_or_degree,39
407,district,Urban,Male,nontech_diploma_or_degree,5
408,district,Rural,Male,nontech_diploma_or_degree,84
408,district,Urban,Male,nontech_diploma_or_degree,50
409,district,Rural,Male,nontech_diploma_or_degree,130
409,district,Urban,Male,nontech_diploma_or_degree,647
410,district,Rural,Male,nontech_diploma_or_degree,177
410,district,Urban,Male,nontech_diploma_or_degree,366
411,district,Rural,Male,nontech_diploma_or_degree,48
411,district,Urban,Male,nontech_diploma_or_degree,12
412,district,Rural,Male,nontech_diploma_or_degree,38
412,district,Urban,Male,nontech_diploma_or_degree,41
413,district,Rural,Male,nontech_diploma_or_degree,15
413,district,Urban,Male,nontech_diploma_or_degree,14
414,district,Rural,Male,nontech_diploma_or_degree,17
414,district,Urban,Male,nontech_diploma_or_degree,30
415,district,Rural,Male,nontech_diploma_or_degree,0
415,district,Urban,Male,nontech_diploma_or_degree,3
416,district,Rural,Male,nontech_diploma_or_degree,9
416,district,Urban,Male,nontech_diploma_or_degree,50
417,district,Rural,Male,nontech_diploma_or_degree,2
417,district,Urban,Male,nontech_diploma_or_degree,8
23,state,Rural,Male,nontech_diploma_or_degree,1698
23,state,Urban,Male,nontech_diploma_or_degree,5116
418,district,Rural,Male,nontech_diploma_or_degree,12
418,district,Urban,Male,nontech_diploma_or_degree,16
419,district,Rural,Male,nontech_diploma_or_degree,52
419,district,Urban,Male,nontech_diploma_or_degree,33
420,district,Rural,Male,nontech_diploma_or_degree,26
420,district,Urban,Male,nontech_diploma_or_degree,26
421,district,Rural,Male,nontech_diploma_or_degree,17
421,district,Urban,Male,nontech_diploma_or_degree,346
422,district,Rural,Male,nontech_diploma_or_degree,15
422,district,Urban,Male,nontech_diploma_or_degree,14
423,district,Rural,Male,nontech_diploma_or_degree,15
423,district,Urban,Male,nontech_diploma_or_degree,35
424,district,Rural,Male,nontech_diploma_or_degree,39
424,district,Urban,Male,nontech_diploma_or_degree,28
425,district,Rural,Male,nontech_diploma_or_degree,37
425,district,Urban,Male,nontech_diploma_or_degree,81
426,district,Rural,Male,nontech_diploma_or_degree,33
426,district,Urban,Male,nontech_diploma_or_degree,13
427,district,Rural,Male,nontech_diploma_or_degree,32
427,district,Urban,Male,nontech_diploma_or_degree,126
428,district,Rural,Male,nontech_diploma_or_degree,65
428,district,Urban,Male,nontech_diploma_or_degree,60
429,district,Rural,Male,nontech_diploma_or_degree,109
429,district,Urban,Male,nontech_diploma_or_degree,115
430,district,Rural,Male,nontech_diploma_or_degree,115
430,district,Urban,Male,nontech_diploma_or_degree,112
431,district,Rural,Male,nontech_diploma_or_degree,9
431,district,Urban,Male,nontech_diploma_or_degree,19
432,district,Rural,Male,nontech_diploma_or_degree,8
432,district,Urban,Male,nontech_diploma_or_degree,31
433,district,Rural,Male,nontech_diploma_or_degree,15
433,district,Urban,Male,nontech_diploma_or_degree,22
434,district,Rural,Male,nontech_diploma_or_degree,11
434,district,Urban,Male,nontech_diploma_or_degree,74
435,district,Rural,Male,nontech_diploma_or_degree,18
435,district,Urban,Male,nontech_diploma_or_degree,163
436,district,Rural,Male,nontech_diploma_or_degree,0
436,district,Urban,Male,nontech_diploma_or_degree,1
437,district,Rural,Male,nontech_diploma_or_degree,22
437,district,Urban,Male,nontech_diploma_or_degree,76
438,district,Rural,Male,nontech_diploma_or_degree,45
438,district,Urban,Male,nontech_diploma_or_degree,79
439,district,Rural,Male,nontech_diploma_or_degree,29
439,district,Urban,Male,nontech_diploma_or_degree,742
440,district,Rural,Male,nontech_diploma_or_degree,92
440,district,Urban,Male,nontech_diploma_or_degree,98
441,district,Rural,Male,nontech_diploma_or_degree,20
441,district,Urban,Male,nontech_diploma_or_degree,19
442,district,Rural,Male,nontech_diploma_or_degree,107
442,district,Urban,Male,nontech_diploma_or_degree,38
443,district,Rural,Male,nontech_diploma_or_degree,74
443,district,Urban,Male,nontech_diploma_or_degree,88
444,district,Rural,Male,nontech_diploma_or_degree,56
444,district,Urban,Male,nontech_diploma_or_degree,1141
445,district,Rural,Male,nontech_diploma_or_degree,73
445,district,Urban,Male,nontech_diploma_or_degree,28
446,district,Rural,Male,nontech_diploma_or_degree,42
446,district,Urban,Male,nontech_diploma_or_degree,24
447,district,Rural,Male,nontech_diploma_or_degree,23
447,district,Urban,Male,nontech_diploma_or_degree,39
448,district,Rural,Male,nontech_diploma_or_degree,19
448,district,Urban,Male,nontech_diploma_or_degree,21
449,district,Rural,Male,nontech_diploma_or_degree,29
449,district,Urban,Male,nontech_diploma_or_degree,88
450,district,Rural,Male,nontech_diploma_or_degree,25
450,district,Urban,Male,nontech_diploma_or_degree,67
451,district,Rural,Male,nontech_diploma_or_degree,28
451,district,Urban,Male,nontech_diploma_or_degree,480
452,district,Rural,Male,nontech_diploma_or_degree,31
452,district,Urban,Male,nontech_diploma_or_degree,25
453,district,Rural,Male,nontech_diploma_or_degree,13
453,district,Urban,Male,nontech_diploma_or_degree,1
454,district,Rural,Male,nontech_diploma_or_degree,8
454,district,Urban,Male,nontech_diploma_or_degree,11
455,district,Rural,Male,nontech_diploma_or_degree,72
455,district,Urban,Male,nontech_diploma_or_degree,81
456,district,Rural,Male,nontech_diploma_or_degree,20
456,district,Urban,Male,nontech_diploma_or_degree,35
457,district,Rural,Male,nontech_diploma_or_degree,28
457,district,Urban,Male,nontech_diploma_or_degree,30
458,district,Rural,Male,nontech_diploma_or_degree,13
458,district,Urban,Male,nontech_diploma_or_degree,57
459,district,Rural,Male,nontech_diploma_or_degree,25
459,district,Urban,Male,nontech_diploma_or_degree,28
460,district,Rural,Male,nontech_diploma_or_degree,30
460,district,Urban,Male,nontech_diploma_or_degree,67
461,district,Rural,Male,nontech_diploma_or_degree,8
461,district,Urban,Male,nontech_diploma_or_degree,36
462,district,Rural,Male,nontech_diploma_or_degree,19
462,district,Urban,Male,nontech_diploma_or_degree,13
463,district,Rural,Male,nontech_diploma_or_degree,39
463,district,Urban,Male,nontech_diploma_or_degree,240
464,district,Rural,Male,nontech_diploma_or_degree,11
464,district,Urban,Male,nontech_diploma_or_degree,18
465,district,Rural,Male,nontech_diploma_or_degree,3
465,district,Urban,Male,nontech_diploma_or_degree,7
466,district,Rural,Male,nontech_diploma_or_degree,39
466,district,Urban,Male,nontech_diploma_or_degree,77
467,district,Rural,Male,nontech_diploma_or_degree,27
467,district,Urban,Male,nontech_diploma_or_degree,47
24,state,Rural,Male,nontech_diploma_or_degree,10167
24,state,Urban,Male,nontech_diploma_or_degree,15825
468,district,Rural,Male,nontech_diploma_or_degree,280
468,district,Urban,Male,nontech_diploma_or_degree,416
469,district,Rural,Male,nontech_diploma_or_degree,616
469,district,Urban,Male,nontech_diploma_or_degree,308
470,district,Rural,Male,nontech_diploma_or_degree,378
470,district,Urban,Male,nontech_diploma_or_degree,210
471,district,Rural,Male,nontech_diploma_or_degree,931
471,district,Urban,Male,nontech_diploma_or_degree,578
472,district,Rural,Male,nontech_diploma_or_degree,1006
472,district,Urban,Male,nontech_diploma_or_degree,267
473,district,Rural,Male,nontech_diploma_or_degree,232
473,district,Urban,Male,nontech_diploma_or_degree,523
474,district,Rural,Male,nontech_diploma_or_degree,187
474,district,Urban,Male,nontech_diploma_or_degree,4120
475,district,Rural,Male,nontech_diploma_or_degree,178
475,district,Urban,Male,nontech_diploma_or_degree,259
476,district,Rural,Male,nontech_diploma_or_degree,198
476,district,Urban,Male,nontech_diploma_or_degree,921
477,district,Rural,Male,nontech_diploma_or_degree,218
477,district,Urban,Male,nontech_diploma_or_degree,453
478,district,Rural,Male,nontech_diploma_or_degree,39
478,district,Urban,Male,nontech_diploma_or_degree,105
479,district,Rural,Male,nontech_diploma_or_degree,567
479,district,Urban,Male,nontech_diploma_or_degree,401
480,district,Rural,Male,nontech_diploma_or_degree,225
480,district,Urban,Male,nontech_diploma_or_degree,170
481,district,Rural,Male,nontech_diploma_or_degree,305
481,district,Urban,Male,nontech_diploma_or_degree,387
482,district,Rural,Male,nontech_diploma_or_degree,440
482,district,Urban,Male,nontech_diploma_or_degree,403
483,district,Rural,Male,nontech_diploma_or_degree,553
483,district,Urban,Male,nontech_diploma_or_degree,373
484,district,Rural,Male,nontech_diploma_or_degree,471
484,district,Urban,Male,nontech_diploma_or_degree,263
485,district,Rural,Male,nontech_diploma_or_degree,321
485,district,Urban,Male,nontech_diploma_or_degree,120
486,district,Rural,Male,nontech_diploma_or_degree,441
486,district,Urban,Male,nontech_diploma_or_degree,1989
487,district,Rural,Male,nontech_diploma_or_degree,77
487,district,Urban,Male,nontech_diploma_or_degree,61
488,district,Rural,Male,nontech_diploma_or_degree,396
488,district,Urban,Male,nontech_diploma_or_degree,565
489,district,Rural,Male,nontech_diploma_or_degree,15
489,district,Urban,Male,nontech_diploma_or_degree,21
490,district,Rural,Male,nontech_diploma_or_degree,690
490,district,Urban,Male,nontech_diploma_or_degree,317
491,district,Rural,Male,nontech_diploma_or_degree,575
491,district,Urban,Male,nontech_diploma_or_degree,553
492,district,Rural,Male,nontech_diploma_or_degree,559
492,district,Urban,Male,nontech_diploma_or_degree,1965
493,district,Rural,Male,nontech_diploma_or_degree,269
493,district,Urban,Male,nontech_diploma_or_degree,77
25,state,Rural,Male,nontech_diploma_or_degree,15
25,state,Urban,Male,nontech_diploma_or_degree,105
494,district,Rural,Male,nontech_diploma_or_degree,8
494,district,Urban,Male,nontech_diploma_or_degree,8
495,district,Rural,Male,nontech_diploma_or_degree,7
495,district,Urban,Male,nontech_diploma_or_degree,97
26,state,Rural,Male,nontech_diploma_or_degree,65
26,state,Urban,Male,nontech_diploma_or_degree,210
496,district,Rural,Male,nontech_diploma_or_degree,65
496,district,Urban,Male,nontech_diploma_or_degree,210
27,state,Rural,Male,nontech_diploma_or_degree,12338
27,state,Urban,Male,nontech_diploma_or_degree,46223
497,district,Rural,Male,nontech_diploma_or_degree,286
497,district,Urban,Male,nontech_diploma_or_degree,140
498,district,Rural,Male,nontech_diploma_or_degree,299
498,district,Urban,Male,nontech_diploma_or_degree,563
499,district,Rural,Male,nontech_diploma_or_degree,899
499,district,Urban,Male,nontech_diploma_or_degree,1530
500,district,Rural,Male,nontech_diploma_or_degree,191
500,district,Urban,Male,nontech_diploma_or_degree,74
501,district,Rural,Male,nontech_diploma_or_degree,70
501,district,Urban,Male,nontech_diploma_or_degree,140
502,district,Rural,Male,nontech_diploma_or_degree,71
502,district,Urban,Male,nontech_diploma_or_degree,33
503,district,Rural,Male,nontech_diploma_or_degree,126
503,district,Urban,Male,nontech_diploma_or_degree,249
504,district,Rural,Male,nontech_diploma_or_degree,56
504,district,Urban,Male,nontech_diploma_or_degree,119
505,district,Rural,Male,nontech_diploma_or_degree,111
505,district,Urban,Male,nontech_diploma_or_degree,1077
506,district,Rural,Male,nontech_diploma_or_degree,62
506,district,Urban,Male,nontech_diploma_or_degree,88
507,district,Rural,Male,nontech_diploma_or_degree,69
507,district,Urban,Male,nontech_diploma_or_degree,52
508,district,Rural,Male,nontech_diploma_or_degree,35
508,district,Urban,Male,nontech_diploma_or_degree,21
509,district,Rural,Male,nontech_diploma_or_degree,86
509,district,Urban,Male,nontech_diploma_or_degree,222
510,district,Rural,Male,nontech_diploma_or_degree,101
510,district,Urban,Male,nontech_diploma_or_degree,131
511,district,Rural,Male,nontech_diploma_or_degree,162
511,district,Urban,Male,nontech_diploma_or_degree,183
512,district,Rural,Male,nontech_diploma_or_degree,19
512,district,Urban,Male,nontech_diploma_or_degree,23
513,district,Rural,Male,nontech_diploma_or_degree,66
513,district,Urban,Male,nontech_diploma_or_degree,108
514,district,Rural,Male,nontech_diploma_or_degree,96
514,district,Urban,Male,nontech_diploma_or_degree,82
515,district,Rural,Male,nontech_diploma_or_degree,237
515,district,Urban,Male,nontech_diploma_or_degree,825
516,district,Rural,Male,nontech_diploma_or_degree,614
516,district,Urban,Male,nontech_diploma_or_degree,2317
517,district,Rural,Male,nontech_diploma_or_degree,463
517,district,Urban,Male,nontech_diploma_or_degree,8237
518,district,Rural,Male,nontech_diploma_or_degree,0
518,district,Urban,Male,nontech_diploma_or_degree,7726
519,district,Rural,Male,nontech_diploma_or_degree,0
519,district,Urban,Male,nontech_diploma_or_degree,2035
520,district,Rural,Male,nontech_diploma_or_degree,558
520,district,Urban,Male,nontech_diploma_or_degree,1661
521,district,Rural,Male,nontech_diploma_or_degree,2156
521,district,Urban,Male,nontech_diploma_or_degree,12915
522,district,Rural,Male,nontech_diploma_or_degree,754
522,district,Urban,Male,nontech_diploma_or_degree,655
523,district,Rural,Male,nontech_diploma_or_degree,176
523,district,Urban,Male,nontech_diploma_or_degree,116
524,district,Rural,Male,nontech_diploma_or_degree,130
524,district,Urban,Male,nontech_diploma_or_degree,206
525,district,Rural,Male,nontech_diploma_or_degree,128
525,district,Urban,Male,nontech_diploma_or_degree,96
526,district,Rural,Male,nontech_diploma_or_degree,683
526,district,Urban,Male,nontech_diploma_or_degree,1658
527,district,Rural,Male,nontech_diploma_or_degree,1015
527,district,Urban,Male,nontech_diploma_or_degree,798
528,district,Rural,Male,nontech_diploma_or_degree,189
528,district,Urban,Male,nontech_diploma_or_degree,164
529,district,Rural,Male,nontech_diploma_or_degree,96
529,district,Urban,Male,nontech_diploma_or_degree,42
530,district,Rural,Male,nontech_diploma_or_degree,1174
530,district,Urban,Male,nontech_diploma_or_degree,1062
531,district,Rural,Male,nontech_diploma_or_degree,1160
531,district,Urban,Male,nontech_diploma_or_degree,875
28,state,Rural,Male,nontech_diploma_or_degree,19905
28,state,Urban,Male,nontech_diploma_or_degree,52927
532,district,Rural,Male,nontech_diploma_or_degree,401
532,district,Urban,Male,nontech_diploma_or_degree,1083
533,district,Rural,Male,nontech_diploma_or_degree,349
533,district,Urban,Male,nontech_diploma_or_degree,353
534,district,Rural,Male,nontech_diploma_or_degree,739
534,district,Urban,Male,nontech_diploma_or_degree,886
535,district,Rural,Male,nontech_diploma_or_degree,803
535,district,Urban,Male,nontech_diploma_or_degree,2111
536,district,Rural,Male,nontech_diploma_or_degree,0
536,district,Urban,Male,nontech_diploma_or_degree,7700
537,district,Rural,Male,nontech_diploma_or_degree,749
537,district,Urban,Male,nontech_diploma_or_degree,15817
538,district,Rural,Male,nontech_diploma_or_degree,680
538,district,Urban,Male,nontech_diploma_or_degree,611
539,district,Rural,Male,nontech_diploma_or_degree,1216
539,district,Urban,Male,nontech_diploma_or_degree,779
540,district,Rural,Male,nontech_diploma_or_degree,586
540,district,Urban,Male,nontech_diploma_or_degree,820
541,district,Rural,Male,nontech_diploma_or_degree,760
541,district,Urban,Male,nontech_diploma_or_degree,889
542,district,Rural,Male,nontech_diploma_or_degree,512
542,district,Urban,Male,nontech_diploma_or_degree,237
543,district,Rural,Male,nontech_diploma_or_degree,532
543,district,Urban,Male,nontech_diploma_or_degree,373
544,district,Rural,Male,nontech_diploma_or_degree,1591
544,district,Urban,Male,nontech_diploma_or_degree,9348
545,district,Rural,Male,nontech_diploma_or_degree,841
545,district,Urban,Male,nontech_diploma_or_degree,1037
546,district,Rural,Male,nontech_diploma_or_degree,454
546,district,Urban,Male,nontech_diploma_or_degree,319
547,district,Rural,Male,nontech_diploma_or_degree,2490
547,district,Urban,Male,nontech_diploma_or_degree,2876
548,district,Rural,Male,nontech_diploma_or_degree,813
548,district,Urban,Male,nontech_diploma_or_degree,815
549,district,Rural,Male,nontech_diploma_or_degree,546
549,district,Urban,Male,nontech_diploma_or_degree,316
550,district,Rural,Male,nontech_diploma_or_degree,633
550,district,Urban,Male,nontech_diploma_or_degree,1137
551,district,Rural,Male,nontech_diploma_or_degree,1029
551,district,Urban,Male,nontech_diploma_or_degree,1383
552,district,Rural,Male,nontech_diploma_or_degree,1180
552,district,Urban,Male,nontech_diploma_or_degree,1359
553,district,Rural,Male,nontech_diploma_or_degree,1129
553,district,Urban,Male,nontech_diploma_or_degree,1209
554,district,Rural,Male,nontech_diploma_or_degree,1872
554,district,Urban,Male,nontech_diploma_or_degree,1469
29,state,Rural,Male,nontech_diploma_or_degree,40597
29,state,Urban,Male,nontech_diploma_or_degree,118662
555,district,Rural,Male,nontech_diploma_or_degree,3237
